pv,tipo,empresa_informante,procedencia,procdet,geojson
ES2,CHIMENEA DE QUEMA,APACHE PETROLERA ARGENTINA S.A.,YACIMIENTO,ES2,"{""type"":""Point"",""coordinates"":[-68.0160730813624,-38.1347987998846]}"
FQ-PTG-EH-LTS-001,FOSA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",PLANTA COMPRESORA,PTG-EH-LTS,"{""type"":""Point"",""coordinates"":[-68.0967582509999,-46.6362297119999]}"
FQ-MSA-2001-001,FOSA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",PLANTA COMPRESORA,BAT-MSA-2001,"{""type"":""Point"",""coordinates"":[-68.492221104,-46.6592156989999]}"
OESTE-LLL- ZC-Cerro Bandera VTO C.BANDERA,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA DESHIDRATADORA,"{""type"":""Point"",""coordinates"":[-69.5064076322063,-38.90822012316]}"
1,CHIMENEA DE QUEMA,CHAÑARES ENERGIA S.A.,YACIMIENTO,Chañares Herrados,"{""type"":""Point"",""coordinates"":[-68.9079164899886,-33.3741474989802]}"
FQ-BAT-SPC-1096-001,FOSA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",PLANTA COMPRESORA,BAT-SPC-1096,"{""type"":""Point"",""coordinates"":[-68.6614271099999,-46.681295561]}"
PTGLN,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,PTGLN,"{""type"":""Point"",""coordinates"":[-69.2818259606762,-38.9191169809748]}"
Antorcha AM-4,CHIMENEA DE QUEMA,ENAP SIPETROL ARGENTINA S.A.,YACIMIENTO,No se produce quema,"{""type"":""Point"",""coordinates"":[-68.2535,-52.5706]}"
Antorcha AM-5,CHIMENEA DE QUEMA,ENAP SIPETROL ARGENTINA S.A.,YACIMIENTO,AM-6,"{""type"":""Point"",""coordinates"":[-68.1303,-52.6062]}"
Antorcha BRM,CHIMENEA DE QUEMA,ENAP SIPETROL ARGENTINA S.A.,YACIMIENTO,Terminal del gasoducto,"{""type"":""Point"",""coordinates"":[-68.4092,-52.3303]}"
NI,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,NI,"{""type"":""Point"",""coordinates"":[-69.3005895628732,-38.9226192589911]}"
Venteo,CHIMENEA DE QUEMA,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,YACIMIENTO,Laguna de los Capones,"{""type"":""Point"",""coordinates"":[-69.6078660825302,-50.7547043852132]}"
FQ-PC-PC-303-001,FOSA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",PLANTA COMPRESORA,PC-PC-303,"{""type"":""Point"",""coordinates"":[-68.6181070079999,-46.5472044619999]}"
FQ-BAT-MEN-509-001,FOSA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",PLANTA COMPRESORA,BAT-MEN-509,"{""type"":""Point"",""coordinates"":[-68.0551984379999,-46.520745346]}"
FQ-BAT-EHA-3215-001,FOSA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",PLANTA COMPRESORA,BAT-EHA-3215,"{""type"":""Point"",""coordinates"":[-68.1270634359999,-46.519485373]}"
FQ-BAT-ME-510-001,FOSA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",PLANTA COMPRESORA,BAT-ME-510,"{""type"":""Point"",""coordinates"":[-68.0496132779999,-46.6100347909999]}"
FQ-BAT-EH-2-3-001,FOSA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",PLANTA COMPRESORA,BAT-EH-2-3,"{""type"":""Point"",""coordinates"":[-68.1423196109999,-46.5779123879999]}"
FQ-BAT-EH-169-001,FOSA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",PLANTA COMPRESORA,BAT-EH-169,"{""type"":""Point"",""coordinates"":[-68.1899800729999,-46.5271077849999]}"
FQ-BAT-CS-29-001,FOSA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",PLANTA COMPRESORA,BAT-CS-29,"{""type"":""Point"",""coordinates"":[-67.680142729,-46.5372277859999]}"
FQ-BAT-CL-605-001,FOSA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",PLANTA COMPRESORA,BAT-CL-605,"{""type"":""Point"",""coordinates"":[-67.3380352019999,-46.7054760229999]}"
STk-BAT-PCO-1-001,CHIMENEA DE QUEMA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",YACIMIENTO,BAT-PCO-1,"{""type"":""Point"",""coordinates"":[-69.041549459,-33.3129277969999]}"
OESTE-LLL- ZC-Portezuelo Minas USP-PMi,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Unidad Separacion Primaria,"{""type"":""Point"",""coordinates"":[-69.3577551721482,-39.0279704750604]}"
Planta Compresora de Gas,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Valle Hermoso 01,"{""type"":""Point"",""coordinates"":[-68.5332475436392,-45.7813627926587]}"
PV-EM-01,FOSA DE QUEMA,PETROLEOS SUDAMERICANOS S.A.,PLANTA COMPRESORA,EL MEDANITO,"{""type"":""Point"",""coordinates"":[-67.9444649021214,-38.062241725779]}"
NL,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,NL,"{""type"":""Point"",""coordinates"":[-69.3852203221996,-38.908300465507]}"
OESTE-MZAN-VENTEO BAT-B-8 (A),CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÓN,"{""type"":""Point"",""coordinates"":[-68.7821560728443,-33.1749686192063]}"
BATEMT18-SVENTEOS-EFL001,FOSA DE QUEMA,PETROLEOS SUDAMERICANOS S.A.,PLANTA COMPRESORA,EL MEDANITO,"{""type"":""Point"",""coordinates"":[-67.9739929227032,-38.0366745293015]}"
BATEMT19-SVENTEOS-EFL001,FOSA DE QUEMA,PETROLEOS SUDAMERICANOS S.A.,PLANTA COMPRESORA,EL MEDANITO,"{""type"":""Point"",""coordinates"":[-67.9595223240088,-38.0506446005991]}"
PTG LN,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,PTG RNN/LY,"{""type"":""Point"",""coordinates"":[-67.6381802594027,-38.7539167140878]}"
PozoLY3,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,CSJ.RN.LY.a-3,"{""type"":""Point"",""coordinates"":[-67.9647120420216,-38.8184097270401]}"
PozoLY2,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,CSJ.RN.LY.a-2,"{""type"":""Point"",""coordinates"":[-67.956623217254,-38.8233252244762]}"
PozoLY1,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,C.SERVICE.RN.LY.x-1,"{""type"":""Point"",""coordinates"":[-67.9242697376627,-38.8327927271096]}"
PUNTO DE VENTEO PUESTO MUÑOZ,CHIMENEA DE QUEMA,GRECOIL y CIA. S.R.L.,YACIMIENTO,BATERIA PUESTO MUÑOZ,"{""type"":""Point"",""coordinates"":[-69.7391077349765,-35.4932543798462]}"
LR,CHIMENEA DE QUEMA,YSUR PETROLERA ARGENTINA S.A.,YACIMIENTO,LR,"{""type"":""Point"",""coordinates"":[-67.8625774136832,-38.1691588715095]}"
V_PFBAT-1,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Batería Puesto Flores,"{""type"":""Point"",""coordinates"":[-67.5076851178412,-38.6994903870234]}"
ES,CHIMENEA DE QUEMA,YSUR PETROLERA ARGENTINA S.A.,YACIMIENTO,ES,"{""type"":""Point"",""coordinates"":[-68.0329266262043,-38.1541273807026]}"
ES2,CHIMENEA DE QUEMA,YSUR PETROLERA ARGENTINA S.A.,YACIMIENTO,ES2,"{""type"":""Point"",""coordinates"":[-68.0160730813624,-38.1347987998846]}"
FQ-ECE-21,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo ECE-21,"{""type"":""Point"",""coordinates"":[-67.4276638726442,-38.189049023953]}"
FQ-AEJ.x-1,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo AEJ.x-1,"{""type"":""Point"",""coordinates"":[-67.4930546814282,-38.1755338160326]}"
FQ-EJ.a-13,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo EJ.a-13,"{""type"":""Point"",""coordinates"":[-67.5064742301015,-38.1898792779062]}"
FQ-AEJ.x-2,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo AEJ.x-2,"{""type"":""Point"",""coordinates"":[-67.4862415857804,-38.1749264903651]}"
FQ-AEJ.x-4,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo AEJ.x-4,"{""type"":""Point"",""coordinates"":[-67.476719935737,-38.1715927101136]}"
BAT.-1,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Bateria 1,"{""type"":""Point"",""coordinates"":[-69.3713959828831,-37.4076098620919]}"
BAT.-2,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Bateria 2,"{""type"":""Point"",""coordinates"":[-69.3391507809232,-37.429595809707]}"
BAT.-3,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Bateria 3,"{""type"":""Point"",""coordinates"":[-69.3058128941199,-37.4090267455748]}"
BAT.-5,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Bateria 5,"{""type"":""Point"",""coordinates"":[-69.3585412365586,-37.4193152885832]}"
BAT.-4,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Bateria 4,"{""type"":""Point"",""coordinates"":[-69.3430578546791,-37.4131682366911]}"
BAT.-6,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Bateria 6,"{""type"":""Point"",""coordinates"":[-69.2388491151057,-37.3710675770385]}"
BAT.-8,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Bateria 8,"{""type"":""Point"",""coordinates"":[-69.3529881919069,-37.4128193867177]}"
PDH,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Planta deshidratadora,"{""type"":""Point"",""coordinates"":[-69.5529864221286,-37.3627797812475]}"
BAT-1,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Batería Curamched,"{""type"":""Point"",""coordinates"":[-69.5520588394156,-37.3654611721476]}"
"VENTEO PUESTO FLORES
",CHIMENEA DE QUEMA,PRESIDENT PETROLEUM S.A.,YACIMIENTO,BATERIA PUESTO FLORES,"{""type"":""Point"",""coordinates"":[-67.5077319005068,-38.6995351870992]}"
VENTEO ESTANCIA VIEJA,FOSA DE QUEMA,PRESIDENT PETROLEUM S.A.,PLANTA COMPRESORA,BATERIA ESTANCIA VIEJA,"{""type"":""Point"",""coordinates"":[-67.308043897308,-38.6798549225666]}"
VENTEO PUESTO PRADO,FOSA DE QUEMA,PRESIDENT PETROLEUM S.A.,PLANTA COMPRESORA,BATERIA PUESTO PRADO,"{""type"":""Point"",""coordinates"":[-67.434828460465,-38.5810062150647]}"
CDL3,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,"SHE.Nq.CDL.e-5(h),SHE.Nq.CDL.e-6(h)","{""type"":""Point"",""coordinates"":[-68.5258810085784,-38.3998933768301]}"
AM3,FOSA DE QUEMA,O&G DEVELOPMENTS LTD S.A.,PLANTA COMPRESORA,SHE.Nq.AM.x-3(h),"{""type"":""Point"",""coordinates"":[-69.0825587588025,-37.7351665585321]}"
VENTEO LAS BASES,FOSA DE QUEMA,PRESIDENT PETROLEUM S.A.,PLANTA COMPRESORA,PLANTA LAS BASES,"{""type"":""Point"",""coordinates"":[-67.4863576262035,-38.4598448464624]}"
VENTEO ALTO LAS HORMIGAS,FOSA DE QUEMA,PRESIDENT PETROLEUM S.A.,PLANTA COMPRESORA,PLANTA ALTO LAS HORMIGAS,"{""type"":""Point"",""coordinates"":[-67.581430415881,-38.3464255749802]}"
VENTEO DOS PUNTITAS,CHIMENEA DE QUEMA,PRESIDENT PETROLEUM S.A.,YACIMIENTO,BATERIA DOS PUNTITAS,"{""type"":""Point"",""coordinates"":[-63.9875369168952,-24.115607208306]}"
BATERIA PUESTO GUARDIAN,CHIMENEA DE QUEMA,PRESIDENT PETROLEUM S.A.,YACIMIENTO,BATERIA PUESTO GUARDIAN,"{""type"":""Point"",""coordinates"":[-63.7791147186693,-23.9590829410249]}"
Venteo de Planta Los Bastos,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Los Bastos,"{""type"":""Point"",""coordinates"":[-68.7210000000499,-38.8404046011913]}"
Venteo de Planta La Jarilla,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,La Jarilla,"{""type"":""Point"",""coordinates"":[-67.8608829956537,-38.3239349686239]}"
BAT.-9,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Bateria 9,"{""type"":""Point"",""coordinates"":[-69.2406785312116,-37.3734618170948]}"
BAT.-7,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,Bateria 7,"{""type"":""Point"",""coordinates"":[-69.292624639726,-37.3778728365565]}"
Venteo de Planta CPF Fortin de Piedra,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Fortin de Piedra,"{""type"":""Point"",""coordinates"":[-69.0491810255838,-38.4671860563914]}"
PTG RN 01,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1986083981319,-38.74768066449]}"
BATNQN06-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.258300780494,-38.6953125005668]}"
Venteo de Estancia La Mariposa,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Planta Estancia La Mariposa,"{""type"":""Point"",""coordinates"":[-68.1281160398233,-46.1049996104436]}"
Venteo de bateria Bloque Bajo,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Bateria Bloque Bajo,"{""type"":""Point"",""coordinates"":[-63.8589589526935,-22.5607441993852]}"
Bat 01,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.2009887690681,-38.7368774409678]}"
Venteo Gas EC8,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Puesto Hernandez,"{""type"":""Point"",""coordinates"":[-69.0773999999999,-37.2905999999999]}"
PVMMO-001,CHIMENEA DE QUEMA,EPSUR S.A.,YACIMIENTO,Yacimiento Mata Magallanes Oeste,"{""type"":""Point"",""coordinates"":[-69.9498090283208,-45.9589963363484]}"
Venteo de planta Aguarague,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Planta Aguarague,"{""type"":""Point"",""coordinates"":[-63.8423497812174,-22.6111566076913]}"
Venteo de Planta El Tordillo,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Planta de Tratamiento El Tordillo,"{""type"":""Point"",""coordinates"":[-67.8882410000221,-45.8772870001949]}"
Venteo de ADI-BTA-02,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Aguada  de los Indios Sur,"{""type"":""Point"",""coordinates"":[-67.802180000007,-38.4662699997606]}"
Venteo 1 Planta EFP- Fortin de Piedra,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Fortin de Piedra,"{""type"":""Point"",""coordinates"":[-69.0306388890734,-38.4576638888773]}"
Venteo 2 de Planta ADIS,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Planta Aguada del Indio Sur,"{""type"":""Point"",""coordinates"":[-63.621818,-22.124825]}"
Venteo 2 Planta EPF-Fortin de Piedra,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Fortin de Piedra,"{""type"":""Point"",""coordinates"":[-69.0324333333317,-38.4577138893844]}"
Venteo de planta Chango Norte,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Planta Chango Norte,"{""type"":""Point"",""coordinates"":[-64.1454194608394,-22.9234142631577]}"
PTG LN,FOSA DE QUEMA,PRESIDENT PETROLEUM S.A.,PLANTA COMPRESORA,PTG RNN/LY,"{""type"":""Point"",""coordinates"":[-67.6381802594027,-38.7539167140878]}"
Venteo RLE,FOSA DE QUEMA,PETROLERA PAMPA S.A. ,PLANTA COMPRESORA,Planta RLE,"{""type"":""Point"",""coordinates"":[-68.384715,-38.9626829994716]}"
Bat 03,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.2266845696362,-38.7496948238633]}"
Bat 05,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1542968748838,-38.7470092777062]}"
Bat 07,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1503906256457,-38.7286987301703]}"
Bat 09,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.2218017587169,-38.7047119134574]}"
Bat 02,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1688232428934,-38.7136840821044]}"
Bat 04,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,Rio Neuquen,"{""type"":""Point"",""coordinates"":[-68.1964111326375,-38.7081298834244]}"
OESTE-MZAN-VENTEO PTC-VIZ- Extraordinario,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA COMPRESORA,"{""type"":""Point"",""coordinates"":[-68.4145849395433,-33.546124941213]}"
OESTE-MZAN-VENTEO BAT-LC-4,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,YACIMIENTO,"{""type"":""Point"",""coordinates"":[-68.7265236432515,-33.2226132164267]}"
OESTE-MZAN-VENTEO BAT-B-8,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,YACIMIENTO,"{""type"":""Point"",""coordinates"":[-68.7822861220069,-33.1759108308202]}"
ALIVIO DE BATERIA LP-1002,CHIMENEA DE QUEMA,ROCH S.A.,YACIMIENTO,LOS PATOS,"{""type"":""Point"",""coordinates"":[-68.05909641,-53.69071048]}"
Chimenea de quema Estacion Separadora ECSR-1,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Santa Cruz II - Fraccion B,"{""type"":""Point"",""coordinates"":[-68.7048950195312,-52.2484130859375]}"
Chimenea de quema de PTG,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Santa Cruz II - Fraccion B,"{""type"":""Point"",""coordinates"":[-68.710205078125,-52.2476806640625]}"
Chimenea de quema Estacion Separadora ESC-2,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Santa Cruz II - Fraccion B,"{""type"":""Point"",""coordinates"":[-68.8798828125,-52.2363891601562]}"
Chimenea de quema Estaccion Separadora ESC-8,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Santa Cruz II - Fraccion B,"{""type"":""Point"",""coordinates"":[-68.9318237304688,-52.2103271484375]}"
Chimenea de quema Estacion Separadora ESC-5,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Santa Cruz II - Fraccion B,"{""type"":""Point"",""coordinates"":[-68.9774169921875,-52.1785278320312]}"
Chimenea de quema PTC,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Maria Ines,"{""type"":""Point"",""coordinates"":[-70.6524047851562,-51.0316162109375]}"
OESTE-MZAN-VENTEO PTG-VM - Extraordinario,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA COMPRESORA,"{""type"":""Point"",""coordinates"":[-68.6261320921223,-33.4630256074458]}"
OESTE-MZAN-VENTEO BAT-LC-2,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO,"{""type"":""Point"",""coordinates"":[-68.7172151042936,-33.2505842265808]}"
Chimenea de quema PRM,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Maria Ines,"{""type"":""Point"",""coordinates"":[-70.6524047851562,-51.0316162109375]}"
Chimenea de quema PTC,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Estancia La Maggie,"{""type"":""Point"",""coordinates"":[-69.6873779296875,-50.6685180664062]}"
Chimenea de quema Bat PPT,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Puesto Peter,"{""type"":""Point"",""coordinates"":[-70.7794189453125,-50.9664916992188]}"
Chimenea de quema Bat LP,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,La Paz,"{""type"":""Point"",""coordinates"":[-70.8447875976562,-50.6174926757812]}"
Chimenea de quema Planta LPo,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,La Porfiada,"{""type"":""Point"",""coordinates"":[-70.864990234375,-50.409912109375]}"
Venteo de planta Campo Duran-Dew Point y Captacion,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Planta Campo Duran,"{""type"":""Point"",""coordinates"":[-63.6464648652613,-22.1919475131672]}"
Chimena de quema Bat EaAF,CHIMENEA DE QUEMA,PETROBRAS ARGENTINA S.A.,YACIMIENTO,Estancia Agua Fresca,"{""type"":""Point"",""coordinates"":[-70.5379028320312,-50.7728271484375]}"
LNN,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,LNN,"{""type"":""Point"",""coordinates"":[-69.4283698477324,-38.8828561225817]}"
Venteo de planta Campo Duran - CompresiÃÂ³n,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Planta Campo Duran,"{""type"":""Point"",""coordinates"":[-63.6416944366489,-22.1932453194159]}"
Venteo de EstaciÃ³n 22,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,EstaciÃ³n 22-S,"{""type"":""Point"",""coordinates"":[-67.9378923093825,-45.8790164567441]}"
Venteo de EstaciÃ³n 28,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,EstaciÃ³n 28-S,"{""type"":""Point"",""coordinates"":[-67.9066099046233,-45.87373777268]}"
Venteo Complejo Gas,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Complejo Gas,"{""type"":""Point"",""coordinates"":[-68.0962599996533,-38.2080099995344]}"
Venteo Estacion Motocompresora 1,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Estacion Motocompresora 1,"{""type"":""Point"",""coordinates"":[-68.0759599995274,-38.2252000005231]}"
Venteo Estacion Motocompresora 2,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Estacion Motocompresora 2,"{""type"":""Point"",""coordinates"":[-68.1126697557184,-38.1961492384211]}"
Venteo Estacion Motocompresora 3,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Estacion Motocompresora 3,"{""type"":""Point"",""coordinates"":[-68.1551149339724,-38.1556391496301]}"
Venteo Estacion Motocompresora 4,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Estacion Motocompresora 4,"{""type"":""Point"",""coordinates"":[-68.2026816764997,-38.1275173168518]}"
Venteo Bateria 2 Piedras Blancas,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 2 Piedras Blancas,"{""type"":""Point"",""coordinates"":[-68.2031000004889,-38.1285200006321]}"
PTC LN,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,PTC RNN/LY,"{""type"":""Point"",""coordinates"":[-67.637432615594,-38.7512190261801]}"
PTC EV,FOSA DE QUEMA,CHEVRON ARGENTINA S.R.L.,PLANTA COMPRESORA,BATERIA EV,"{""type"":""Point"",""coordinates"":[-67.3086833806966,-38.6817634224277]}"
Venteo Estacion Motocompresora 5,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Estacion Motocompresora 5,"{""type"":""Point"",""coordinates"":[-68.3458900009002,-37.9915900001803]}"
Venteo Bateria 1 Charco Bayo,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 1 Charco Bayo,"{""type"":""Point"",""coordinates"":[-68.0828199995266,-38.2121600003916]}"
Venteo Bateria 3 Charco Bayo,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 3 Charco Bayo,"{""type"":""Point"",""coordinates"":[-68.1332199992606,-38.1511000006245]}"
Venteo Bateria 4 Charco Bayo,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 4 Charco Bayo,"{""type"":""Point"",""coordinates"":[-68.0650200000706,-38.2313599996597]}"
Venteo Bateria 5 Charco Bayo,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 5 Charco Bayo,"{""type"":""Point"",""coordinates"":[-68.0919100001521,-38.2277200000069]}"
Venteo Bateria 6 Charco Bayo,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 6 Charco Bayo,"{""type"":""Point"",""coordinates"":[-68.1070900000613,-38.1803399993733]}"
Venteo Bateria 4 Piedras Blancas,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 4 Piedras Blancas,"{""type"":""Point"",""coordinates"":[-68.1801499995042,-38.1422100002089]}"
Venteo Bateria 6 Piedras Blancas,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 6 Piedras Blancas,"{""type"":""Point"",""coordinates"":[-68.2225500002201,-38.1112500002741]}"
Venteo Bateria 7 Piedras Blancas,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 7 Piedras Blancas,"{""type"":""Point"",""coordinates"":[-68.1446899994566,-38.1752799998377]}"
Venteo Bateria 8 Piedras Blancas,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 8 Piedras Blancas,"{""type"":""Point"",""coordinates"":[-68.1655600001633,-38.1767300005143]}"
Venteo Bateria 1 Entre Lomas,CHIMENEA DE QUEMA,Vista Oil & Gas Argentina SA,YACIMIENTO,Bateria 1 Entre Lomas,"{""type"":""Point"",""coordinates"":[-68.3231100003953,-38.019710000341]}"
